ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Robredo T.,119.0,17,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,4.0,1.222,3.85,1.25,3.3,1.2,4.0,1.2,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Baker B.,81.0,472,6.0,3.0,6.0,3.0,5.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.364,3.0,1.38,3.0,1.35,2.5,1.4,2.75,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Johansson J.,26.0,194,6.0,3.0,6.0,2.0,6.0,4.0,,,,,3.0,0.0,Completed,1.1,6.5,1.08,7.25,1.1,4.5,1.08,7.0,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Sanguinetti D.,Ramirez-Hidalgo R.,86.0,70,4.0,6.0,6.0,0.0,3.0,6.0,6.0,1.0,6.0,1.0,3.0,2.0,Completed,1.571,2.25,1.57,2.3,1.55,2.0,1.533,2.375,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Carlsen K.,Morrison J.,72.0,180,6.0,2.0,3.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,2.375,1.533,2.4,1.55,2.1,1.5,2.37,1.53,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Clement A.,Vahaly B.,32.0,78,6.0,7.0,7.0,6.0,6.0,3.0,6.0,4.0,,,3.0,1.0,Completed,1.364,3.0,1.36,3.1,1.3,2.7,1.364,2.875,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Carraz G.,Rusedski G.,100.0,90,6.0,4.0,4.0,6.0,6.0,2.0,5.0,7.0,6.0,4.0,3.0,2.0,Completed,4.0,1.222,4.0,1.23,3.8,1.15,3.5,1.25,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Martin T.,Yim R.,93.0,802,6.0,1.0,7.0,6.0,6.0,2.0,,,,,3.0,0.0,Completed,1.05,8.5,1.02,11.0,1.05,5.0,1.06,7.0,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Mirnyi M.,38.0,18,7.0,6.0,2.0,6.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,3.5,1.286,3.75,1.26,3.0,1.25,4.0,1.2,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Behrend T.,121.0,79,5.0,7.0,6.0,3.0,6.0,2.0,6.0,3.0,,,3.0,1.0,Completed,1.72,2.0,1.55,2.35,1.6,1.9,1.66,2.1,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Koubek S.,Galimberti G.,68.0,127,5.0,7.0,6.0,2.0,6.0,2.0,7.0,6.0,,,3.0,1.0,Completed,1.444,2.625,1.45,2.7,1.45,2.2,1.444,2.625,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Ferreira W.,Miranda I.,23.0,115,6.0,4.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.125,5.5,1.16,5.0,1.1,4.5,1.143,5.0,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Ginepri R.,Ferrer D.,40.0,59,6.0,2.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.167,4.5,1.14,5.25,1.2,3.3,1.167,4.5,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Ulihrach B.,Abel M.,188.0,251,4.0,6.0,6.0,4.0,6.0,3.0,6.0,1.0,,,3.0,1.0,Completed,2.0,1.727,2.05,1.75,2.0,1.55,2.0,1.727,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Vinciguerra A.,Kendrick R.,92.0,120,7.0,6.0,6.0,7.0,7.0,5.0,1.0,6.0,6.0,1.0,3.0,2.0,Completed,1.833,1.833,2.1,1.72,2.0,1.55,1.909,1.8,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Lee H.T.,Voltchkov V.,69.0,66,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.533,2.375,1.45,2.7,1.3,2.7,1.571,2.25,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Bjorkman J.,Volandri F.,44.0,47,6.0,1.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,1.4,2.75,1.43,2.75,1.35,2.5,1.364,2.875,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Verkerk M.,Bogomolov Jr. A.,16.0,117,7.0,6.0,4.0,6.0,3.0,6.0,7.0,6.0,1.0,0.0,2.0,2.0,Retired,1.533,2.375,1.5,2.55,1.4,2.3,1.444,2.625,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Coria G.,Puerta M.,5.0,91,6.0,4.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.02,11.0,1.02,11.0,1.03,5.5,1.04,9.0,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Dent T.,Soderling R.,73.0,99,7.0,6.0,6.0,3.0,3.0,6.0,6.0,4.0,,,3.0,1.0,Completed,2.0,1.727,2.2,1.65,1.75,1.75,2.0,1.727,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Hanescu V.,6.0,84,6.0,3.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.083,7.0,1.09,7.0,1.1,4.5,1.05,8.0,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Schuettler R.,Arthurs W.,8.0,118,4.0,6.0,6.0,3.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.167,4.5,1.14,5.5,1.15,3.8,1.143,5.0,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Karanusic R.,41.0,225,6.0,4.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,,,1.15,5.25,1.15,3.8,1.12,5.5,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Saulnier C.,11.0,101,2.0,6.0,6.0,2.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.143,5.0,1.13,5.65,1.15,3.8,1.167,4.5,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Hrbaty D.,Gimelstob J.,53.0,82,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.444,2.625,1.4,2.9,1.4,2.3,1.4,2.75,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Kafelnikov Y.,Vliegen K.,28.0,131,3.0,6.0,7.0,6.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,,,1.2,4.35,1.2,3.3,1.222,3.75,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Santoro F.,Benneteau J.,58.0,160,0.0,6.0,7.0,5.0,6.0,2.0,6.0,2.0,,,3.0,1.0,Completed,1.444,2.625,1.55,2.4,1.4,2.3,1.533,2.375,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Lapentti N.,Beck K.,57.0,71,4.0,6.0,6.0,3.0,7.0,5.0,3.0,6.0,6.0,4.0,3.0,2.0,Completed,1.533,2.375,1.65,2.2,1.55,2.0,1.571,2.25,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Chang M.,15.0,222,6.0,3.0,7.0,5.0,5.0,7.0,6.0,4.0,,,3.0,1.0,Completed,1.083,7.0,1.08,7.25,1.05,5.0,1.063,7.0,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Stepanek R.,Lopez F.,46.0,29,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,,,2.15,1.68,1.9,1.6,2.0,1.72,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Saretta F.,Spadea V.,49.0,31,6.0,3.0,6.0,1.0,5.0,7.0,7.0,6.0,,,3.0,1.0,Completed,2.0,1.727,1.95,1.82,1.85,1.65,2.0,1.727,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Kiefer N.,Squillari F.,62.0,97,6.0,3.0,5.0,0.0,,,,,,,1.0,0.0,Retired,1.25,3.75,1.2,4.3,1.2,3.3,1.222,3.75,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,van Lottum J.,Rochus C.,83.0,89,6.0,0.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.833,1.833,1.8,1.95,1.8,1.7,1.727,2.0,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Costa A.,Sluiter R.,24.0,54,7.0,6.0,7.0,6.0,2.0,6.0,6.0,3.0,,,3.0,1.0,Completed,,,1.72,2.05,1.55,2.0,1.667,2.1,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Burgsmuller L.,Horna L.,85.0,76,6.0,4.0,4.0,6.0,3.0,6.0,7.0,5.0,6.0,1.0,3.0,2.0,Completed,1.533,2.375,1.65,2.2,1.5,2.1,1.571,2.25,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Schalken S.,Boutter J.,12.0,96,6.0,2.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.143,5.0,1.18,4.7,1.15,3.8,1.125,5.5,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Calleri A.,Eschauer W.,19.0,98,7.0,6.0,7.0,6.0,1.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.286,3.5,1.25,3.85,1.3,2.7,1.286,3.25,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Agassi A.,Corretja A.,1.0,102,6.0,1.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.083,7.0,1.08,7.0,1.1,4.5,1.05,8.0,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Martin A.,Mutis O.,63.0,80,6.0,0.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,2.0,1.727,2.2,1.65,1.7,1.8,2.0,1.727,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Mathieu P.H.,43.0,56,6.0,4.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,1.727,2.0,1.75,2.05,1.7,1.8,1.667,2.1,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Mantilla F.,109.0,22,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.571,2.25,1.52,2.5,1.55,2.0,1.533,2.375,,
51,New York,US Open,2003-08-26,Grand Slam,Outdoor,Hard,1st Round,5,Malisse X.,Rochus O.,67.0,48,6.0,3.0,6.0,4.0,6.0,2.0,,,,,3.0,0.0,Completed,1.4,2.75,1.45,2.7,1.4,2.3,1.364,2.875,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Tursunov D.,Kuerten G.,174.0,14,5.0,7.0,6.0,2.0,6.0,2.0,4.0,6.0,7.0,6.0,3.0,2.0,Completed,3.75,1.25,3.25,1.33,2.7,1.3,3.75,1.222,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Arazi H.,Salzenstein J.,65.0,132,6.0,1.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.571,2.25,1.68,2.15,1.65,1.85,1.667,2.1,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Henman T.,4.0,33,6.0,3.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.25,3.75,1.25,3.85,1.2,3.3,1.25,3.5,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Enqvist T.,Portas A.,143.0,88,6.0,2.0,6.0,3.0,6.0,1.0,,,,,3.0,0.0,Completed,1.167,4.5,1.14,5.5,1.15,3.8,1.1,6.0,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Massu N.,Gaudio G.,42.0,30,6.0,3.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,2.5,1.5,2.45,1.53,2.7,1.3,2.5,1.5,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,El Aynaoui Y.,Kim A.,21.0,173,7.0,5.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.125,5.5,1.1,6.5,1.1,4.5,1.1,6.0,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Mahut N.,39.0,114,6.0,2.0,6.0,4.0,7.0,5.0,,,,,3.0,0.0,Completed,1.167,4.5,1.14,5.5,1.15,3.8,1.167,4.5,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Dupuis A.,Youzhny M.,64.0,36,5.0,7.0,6.0,4.0,3.0,6.0,6.0,3.0,7.0,5.0,3.0,2.0,Completed,3.25,1.333,3.6,1.28,3.0,1.25,3.25,1.286,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Philippoussis M.,Tipsarevic J.,20.0,149,6.0,2.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,1.12,5.5,1.08,7.25,1.15,3.8,1.1,6.0,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Acasuso J.,2.0,75,5.0,7.0,6.0,3.0,6.0,3.0,2.0,0.0,,,2.0,1.0,Retired,1.03,10.0,1.05,9.0,1.05,5.0,1.03,9.0,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Moodie W.,Montanes A.,95.0,87,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.222,4.0,1.16,5.0,1.2,3.3,1.167,4.5,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Vicente F.,45.0,61,6.0,4.0,6.0,3.0,6.0,3.0,,,,,3.0,0.0,Completed,1.4,2.75,1.36,3.1,1.35,2.5,1.333,3.0,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Nalbandian D.,Kohlschreiber P.,13.0,271,6.0,4.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.071,8.0,1.05,9.25,1.05,5.0,1.083,7.0,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Draper S.,7.0,111,4.0,6.0,6.0,4.0,7.0,5.0,7.0,6.0,,,3.0,1.0,Completed,1.333,3.25,1.35,3.15,1.25,3.0,1.25,3.5,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Novak J.,Ancic M.,10.0,74,3.0,6.0,6.0,3.0,5.0,7.0,6.0,2.0,6.0,2.0,3.0,2.0,Completed,1.286,3.5,1.28,3.6,1.25,3.0,1.25,3.5,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Lisnard J.R.,Norman M.,94.0,77,6.0,2.0,6.0,2.0,6.0,7.0,0.0,6.0,7.0,6.0,3.0,2.0,Completed,1.833,1.833,1.85,1.92,1.75,1.75,1.833,1.833,,
51,New York,US Open,2003-08-27,Grand Slam,Outdoor,Hard,1st Round,5,Gambill J.M.,Sanchez D.,50.0,55,7.0,6.0,6.0,2.0,6.0,2.0,,,,,3.0,0.0,Completed,1.333,3.25,1.35,3.15,1.4,2.3,1.333,3.0,,
51,New York,US Open,2003-08-28,Grand Slam,Outdoor,Hard,1st Round,5,Sargsian S.,Delic A.,52.0,525,4.0,6.0,6.0,3.0,6.0,7.0,6.0,2.0,7.0,5.0,3.0,2.0,Completed,1.25,3.75,1.22,4.15,1.25,3.0,1.25,3.5,,
51,New York,US Open,2003-08-28,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Zabaleta M.,35.0,27,7.0,6.0,6.0,3.0,6.0,2.0,,,,,3.0,0.0,Completed,1.5,2.5,1.52,2.5,1.4,2.3,1.4,2.75,,
51,New York,US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Lee H.T.,6.0,69,5.0,7.0,6.0,2.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.063,8.0,1.07,8.0,1.1,4.5,1.063,7.0,,
51,New York,US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Chela J.I.,Berdych T.,41.0,121,2.0,6.0,6.0,1.0,6.0,4.0,6.0,3.0,,,3.0,1.0,Completed,1.22,4.0,1.22,4.15,1.2,3.3,1.18,4.33,,
51,New York,US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Srichaphan P.,Hrbaty D.,11.0,53,6.0,4.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.25,3.75,1.3,3.4,1.2,3.3,1.333,3.0,,
51,New York,US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Verdasco F.,Sanguinetti D.,119.0,86,7.0,6.0,7.0,6.0,4.0,6.0,6.0,3.0,,,3.0,1.0,Completed,1.444,2.625,1.33,3.25,1.45,2.2,1.4,2.75,,
51,New York,US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Bjorkman J.,Delgado R.,44.0,158,4.0,6.0,6.0,4.0,6.0,4.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.5,2.5,1.53,2.45,1.45,2.2,1.53,2.37,,
51,New York,US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrero J.C.,Melzer J.,3.0,81,1.0,6.0,7.0,6.0,6.0,2.0,6.0,4.0,,,3.0,1.0,Completed,1.1,6.5,1.08,7.5,1.1,4.5,1.063,7.0,,
51,New York,US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Kafelnikov Y.,Carlsen K.,28.0,72,4.0,6.0,6.0,2.0,6.0,3.0,6.0,3.0,,,3.0,1.0,Completed,1.333,3.25,1.33,3.25,1.35,2.5,1.286,3.25,,
51,New York,US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Martin T.,Verkerk M.,93.0,16,6.0,3.0,6.0,4.0,6.0,7.0,7.0,6.0,,,3.0,1.0,Completed,1.533,2.375,1.53,2.45,1.5,2.1,1.571,2.25,,
51,New York,US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Stepanek R.,Santoro F.,46.0,58,6.0,2.0,6.0,4.0,6.0,7.0,6.0,3.0,,,3.0,1.0,Completed,1.4,2.75,1.33,3.25,1.35,2.5,1.364,2.875,,
51,New York,US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Carraz G.,Clement A.,100.0,32,3.0,6.0,1.0,6.0,6.0,2.0,7.0,6.0,6.0,1.0,3.0,2.0,Completed,3.0,1.364,3.0,1.38,3.0,1.25,3.25,1.286,,
51,New York,US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Coria G.,Ulihrach B.,5.0,188,6.0,2.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.063,8.0,1.05,9.0,1.05,5.0,1.063,7.0,,
51,New York,US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Kucera K.,Fish M.,37.0,26,6.0,4.0,7.0,6.0,6.0,4.0,,,,,3.0,0.0,Completed,3.0,1.364,3.25,1.33,2.7,1.3,3.0,1.333,,
51,New York,US Open,2003-08-28,Grand Slam,Outdoor,Hard,2nd Round,5,Dent T.,Davydenko N.,73.0,38,6.0,3.0,6.0,4.0,7.0,6.0,,,,,3.0,0.0,Completed,1.833,1.833,2.0,1.78,1.75,1.75,1.833,1.833,,
51,New York,US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Gonzalez F.,Koubek S.,15.0,68,7.0,6.0,6.0,1.0,6.0,2.0,,,,,3.0,0.0,Completed,1.286,3.5,1.3,3.45,1.25,3.0,1.286,3.25,,
51,New York,US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Ginepri R.,Ferreira W.,40.0,23,6.0,2.0,6.0,4.0,6.0,7.0,6.0,2.0,,,3.0,1.0,Completed,2.2,1.615,2.25,1.62,2.0,1.55,2.1,1.667,,
51,New York,US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Agassi A.,Vinciguerra A.,1.0,92,7.0,6.0,6.0,1.0,6.0,4.0,,,,,3.0,0.0,Completed,1.03,10.0,1.02,12.0,1.03,5.5,1.02,11.0,,
51,New York,US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Malisse X.,Calleri A.,67.0,19,6.0,2.0,6.0,7.0,6.0,3.0,3.0,6.0,6.0,3.0,3.0,2.0,Completed,1.4,2.75,1.46,2.65,1.3,2.7,1.444,2.625,,
51,New York,US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Tursunov D.,van Lottum J.,174.0,83,6.0,4.0,3.0,6.0,6.0,3.0,5.0,7.0,6.0,2.0,3.0,2.0,Completed,1.727,2.0,1.58,2.35,1.65,1.85,1.667,2.1,,
51,New York,US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Nalbandian D.,Nieminen J.,13.0,39,5.0,7.0,6.0,3.0,6.0,1.0,4.0,6.0,7.0,6.0,3.0,2.0,Completed,1.444,2.625,1.42,2.8,1.4,2.3,1.364,2.875,,
51,New York,US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Philippoussis M.,Dupuis A.,20.0,64,6.0,2.0,6.0,3.0,6.0,4.0,,,,,3.0,0.0,Completed,1.167,4.5,1.15,5.25,1.15,3.8,1.125,5.5,,
51,New York,US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Blake J.,Sargsian S.,35.0,52,6.0,3.0,6.0,4.0,4.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.286,3.5,1.2,4.25,1.2,3.3,1.25,3.5,,
51,New York,US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Karlovic I.,Arazi H.,109.0,65,3.0,6.0,7.0,6.0,7.0,6.0,7.0,6.0,,,3.0,1.0,Completed,1.727,2.0,1.72,2.08,1.75,1.75,1.667,2.1,,
51,New York,US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Schalken S.,Burgsmuller L.,12.0,85,4.0,6.0,2.0,6.0,6.0,2.0,6.0,2.0,6.0,0.0,3.0,2.0,Completed,1.167,4.5,1.14,5.5,1.15,3.8,1.143,5.0,,
51,New York,US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Martin A.,Costa A.,63.0,24,6.0,3.0,6.0,3.0,3.0,6.0,6.0,2.0,,,3.0,1.0,Completed,2.5,1.5,2.55,1.5,2.2,1.45,2.375,1.533,,
51,New York,US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Schuettler R.,Kiefer N.,8.0,62,6.0,1.0,7.0,5.0,2.0,6.0,6.0,4.0,,,3.0,1.0,Completed,1.333,3.25,1.3,3.45,1.3,2.7,1.286,3.25,,
51,New York,US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,El Aynaoui Y.,Nadal R.,21.0,45,7.0,6.0,6.0,3.0,7.0,6.0,,,,,3.0,0.0,Completed,1.615,2.2,1.72,2.08,1.55,2.0,1.727,2.0,,
51,New York,US Open,2003-08-29,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Lisnard J.R.,2.0,94,6.0,1.0,6.0,2.0,6.0,0.0,,,,,3.0,0.0,Completed,1.03,10.0,1.04,10.0,1.03,5.5,1.04,9.0,,
51,New York,US Open,2003-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Massu N.,Enqvist T.,42.0,143,6.0,3.0,6.0,2.0,7.0,5.0,,,,,3.0,0.0,Completed,2.1,1.667,1.95,1.82,2.0,1.55,2.1,1.667,,
51,New York,US Open,2003-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Novak J.,Gambill J.M.,10.0,50,6.0,4.0,6.0,4.0,6.0,4.0,,,,,3.0,0.0,Completed,1.533,2.375,1.5,2.55,1.4,2.3,1.5,2.5,,
51,New York,US Open,2003-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Moya C.,Moodie W.,7.0,95,6.0,2.0,7.0,6.0,6.0,3.0,,,,,3.0,0.0,Completed,1.25,3.75,1.35,3.15,1.25,3.0,1.333,3.0,,
51,New York,US Open,2003-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Saretta F.,Lapentti N.,49.0,57,6.0,2.0,6.0,4.0,6.0,0.0,,,,,3.0,0.0,Completed,2.0,1.727,1.87,1.9,1.75,1.75,1.833,1.833,,
51,New York,US Open,2003-08-30,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Ljubicic I.,4.0,43,6.0,3.0,6.0,7.0,6.0,3.0,7.0,6.0,,,3.0,1.0,Completed,1.063,8.0,1.09,7.0,1.05,5.0,1.083,7.0,,
51,New York,US Open,2003-08-30,Grand Slam,Outdoor,Hard,3rd Round,5,Srichaphan P.,Verdasco F.,11.0,119,6.0,3.0,6.0,4.0,6.0,3.0,,,,,3.0,0.0,Completed,1.14,5.0,1.15,5.25,1.1,4.5,1.125,5.5,,
51,New York,US Open,2003-08-30,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Stepanek R.,6.0,46,6.0,1.0,3.0,0.0,,,,,,,1.0,0.0,Retired,1.14,5.0,1.2,4.3,1.15,3.8,1.167,4.5,,
51,New York,US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Dent T.,Gonzalez F.,73.0,15,7.0,6.0,6.0,7.0,3.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,2.37,1.53,2.7,1.45,2.1,1.5,2.5,1.5,,
51,New York,US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Bjorkman J.,Kucera K.,44.0,37,6.0,4.0,4.0,6.0,6.0,7.0,6.0,4.0,6.0,4.0,3.0,2.0,Completed,2.5,1.5,2.5,1.52,2.1,1.5,2.375,1.533,,
51,New York,US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Coria G.,Carraz G.,5.0,100,7.0,5.0,6.0,1.0,7.0,5.0,,,,,3.0,0.0,Completed,1.08,7.0,1.1,6.5,1.1,4.5,1.1,6.0,,
51,New York,US Open,2003-08-31,Grand Slam,Outdoor,Hard,3rd Round,5,Martin T.,Ginepri R.,93.0,40,6.0,7.0,7.0,6.0,6.0,4.0,6.0,4.0,,,3.0,1.0,Completed,1.83,1.83,1.95,1.82,1.75,1.75,2.0,1.727,,
