WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,PSW,PSL,UBW,UBL
3,Hobart,Moorilla Hobart International,2007-01-12,Tier 4,Outdoor,Hard,The Final,3,Chakvetadze A.,Bardina V.,13.0,70.0,1144.0,365.5,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.25,3.5,1.2,4.25,1.28,3.46,1.263,4.5,1.28,3.55
4,Sydney,Medibank International,2007-01-07,Tier 2,Outdoor,Hard,1st Round,3,Ivanovic A.,Dellacqua C.,14.0,159.0,1087.0,175.25,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,,,1.04,10.0,1.06,7.94,1.091,10.0,,
4,Sydney,Medibank International,2007-01-07,Tier 2,Outdoor,Hard,1st Round,3,Li N.,Schiavone F.,21.0,15.0,879.75,1032.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,,,2.0,1.75,,,2.2,1.769,,
4,Sydney,Medibank International,2007-01-07,Tier 2,Outdoor,Hard,1st Round,3,Peer S.,Groenefeld A.L.,18.0,19.0,934.0,922.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,,,1.25,3.7,1.28,3.46,1.373,3.48,1.3,3.4
4,Sydney,Medibank International,2007-01-07,Tier 2,Outdoor,Hard,1st Round,3,Vaidisova N.,Hantuchova D.,11.0,17.0,1391.0,968.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,,,1.45,2.65,1.5,2.5,1.552,2.71,1.54,2.4
4,Sydney,Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Stosur S.,Zvonareva V.,27.0,24.0,704.0,794.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,2.25,1.57,1.06,8.0,2.3,1.57,2.29,1.719,2.18,1.65
4,Sydney,Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Golovin T.,Peng S.,22.0,54.0,828.0,419.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.44,2.5,1.43,2.7,1.42,2.75,1.524,2.78,1.44,2.7
4,Sydney,Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Fedak Y.,Bartoli M.,82.0,20.0,338.0,881.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,3.25,1.3,3.35,1.3,3.46,1.28,4.04,1.299,3.8,1.25
4,Sydney,Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Schnyder P.,Dushevina V.,9.0,101.0,1578.0,288.0,6.0,3.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,1.22,3.75,1.25,3.7,1.28,3.46,1.301,4.02,1.28,3.5
4,Sydney,Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Srebotnik K.,Bovina E.,23.0,1323.0,825.0,3.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.19,4,1.17,4.65,,,1.224,5.06,1.2,4.3
4,Sydney,Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Jankovic J.,Hingis M.,12.0,7.0,1296.0,2063.0,6.0,4.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,1.83,1.83,1.3,3.35,1.87,1.87,1.901,2.01,1.88,1.88
4,Sydney,Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Dementieva E.,Sugiyama A.,8.0,26.0,1875.0,716.0,6.0,7.0,7.0,6.0,6.0,0.0,2.0,1.0,Completed,1.28,3.25,1.25,3.7,1.25,3.75,1.306,3.97,1.3,3.4
4,Sydney,Medibank International,2007-01-08,Tier 2,Outdoor,Hard,1st Round,3,Pratt N.,Safina D.,72.0,10.0,363.75,1475.0,4.0,6.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,7.0,1.07,8.0,1.07,7.94,1.06,10.72,1.085,7.2,1.08
4,Sydney,Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Jankovic J.,Stosur S.,12.0,27.0,1296.0,704.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.44,2.62,1.6,2.25,1.45,2.65,1.571,2.65,1.46,2.62
4,Sydney,Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Mauresmo A.,Golovin T.,3.0,22.0,3391.0,828.0,6.0,7.0,7.0,5.0,6.0,1.0,2.0,1.0,Completed,1.28,3.25,1.02,10.0,1.27,3.55,1.357,3.6,1.31,3.3
4,Sydney,Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Peer S.,Schnyder P.,18.0,9.0,934.0,1578.0,7.0,6.0,6.0,2.0,,,2.0,0.0,Completed,2.1,1.66,2.05,1.72,2.0,1.75,2.0,1.909,1.96,1.8
4,Sydney,Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Li N.,Dementieva E.,21.0,8.0,879.75,1875.0,3.0,6.0,6.0,1.0,7.0,5.0,2.0,1.0,Completed,2.75,1.39,2.5,1.5,2.65,1.45,2.9,1.476,2.55,1.48
4,Sydney,Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Clijsters K.,Pratt N.,5.0,72.0,2215.0,363.75,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.04,8.5,1.01,13.0,1.03,11.0,1.05,16.0,1.03,12.5
4,Sydney,Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Vaidisova N.,Fedak Y.,11.0,82.0,1391.0,338.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.1,6,1.11,6.0,1.12,5.65,1.156,6.83,1.12,5.8
4,Sydney,Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Srebotnik K.,Kuznetsova S.,23.0,4.0,825.0,2523.0,6.0,2.0,,,,,1.0,0.0,Retired,3.0,1.33,3.5,1.28,2.8,1.4,3.35,1.392,2.85,1.4
4,Sydney,Medibank International,2007-01-09,Tier 2,Outdoor,Hard,2nd Round,3,Ivanovic A.,Petrova N.,14.0,6.0,1087.0,2189.0,6.0,2.0,4.0,2.0,,,1.0,0.0,Retired,2.62,1.44,2.7,1.43,2.75,1.42,1.962,1.943,2.77,1.42
4,Sydney,Medibank International,2007-01-10,Tier 2,Outdoor,Hard,Quarterfinals,3,Clijsters K.,Peer S.,5.0,18.0,2215.0,934.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.16,4.5,1.22,4.0,1.18,4.5,1.2,5.5,1.23,4.0
4,Sydney,Medibank International,2007-01-10,Tier 2,Outdoor,Hard,Quarterfinals,3,Li N.,Srebotnik K.,21.0,23.0,879.75,825.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.61,2.2,1.58,2.3,1.65,2.15,1.769,2.2,1.55,2.38
4,Sydney,Medibank International,2007-01-10,Tier 2,Outdoor,Hard,Quarterfinals,3,Jankovic J.,Mauresmo A.,12.0,3.0,1296.0,3391.0,7.0,5.0,6.0,0.0,,,2.0,0.0,Completed,2.37,1.53,2.3,1.58,2.35,1.55,2.78,1.524,2.2,1.64
4,Sydney,Medibank International,2007-01-10,Tier 2,Outdoor,Hard,Quarterfinals,3,Vaidisova N.,Ivanovic A.,11.0,14.0,1391.0,1087.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.8,1.9,1.8,1.95,1.85,1.85,1.935,1.971,1.86,1.9
4,Sydney,Medibank International,2007-01-11,Tier 2,Outdoor,Hard,Semifinals,3,Clijsters K.,Li N.,5.0,21.0,2215.0,879.75,6.0,1.0,1.0,6.0,7.0,5.0,2.0,1.0,Completed,1.08,7,1.12,5.8,1.11,5.94,1.14,7.43,1.14,5.4
4,Sydney,Medibank International,2007-01-11,Tier 2,Outdoor,Hard,Semifinals,3,Jankovic J.,Vaidisova N.,12.0,11.0,1296.0,1391.0,6.0,4.0,4.0,6.0,6.0,4.0,2.0,1.0,Completed,1.72,2,1.75,2.0,1.72,2.05,1.769,2.2,1.65,2.18
4,Sydney,Medibank International,2007-01-12,Tier 2,Outdoor,Hard,The Final,3,Clijsters K.,Jankovic J.,5.0,12.0,2215.0,1296.0,4.0,6.0,7.0,6.0,6.0,4.0,2.0,1.0,Completed,1.39,2.75,1.46,2.6,1.36,3.0,1.435,3.1,1.35,3.1
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Mauresmo A.,Perry S.,3.0,44.0,3460.0,449.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.04,9.5,1.05,9.0,1.05,8.5,1.065,13.5,1.05,9.0
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Tu M.,Gallovits E.,90.0,108.0,315.0,271.5,2.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.44,2.62,1.38,2.9,1.4,2.8,1.493,2.83,1.42,2.75
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Poutchkova O.,Domachowska M.,38.0,91.0,537.25,313.75,6.0,2.0,6.0,4.0,,,2.0,0.0,Completed,1.36,3,1.24,3.8,1.3,3.3,1.285,4.21,1.33,3.2
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Sequera M.,Gajdosova J.,95.0,74.0,295.25,350.5,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.37,1.53,2.4,1.53,2.3,1.57,2.36,1.685,2.32,1.57
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Peer S.,Oprandi R.,17.0,54.0,961.0,429.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.1,6,1.1,6.3,1.1,6.2,1.1,9.0,1.11,6.25
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Ondraskova Z.,Fernandez C.,106.0,105.0,272.0,273.5,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.83,1.83,1.95,1.8,1.87,1.87,2.05,1.87,1.9,1.86
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Kirilenko M.,Sprem K.,28.0,89.0,609.0,316.75,3.0,6.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.33,3.25,1.3,3.35,1.36,3.0,1.444,3.05,1.37,3.0
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Benesova I.,Voskoboeva G.,84.0,110.0,324.25,262.25,6.0,7.0,6.0,1.0,6.0,4.0,2.0,1.0,Completed,1.72,2,1.8,1.95,1.75,2.0,1.909,2.0,1.7,2.1
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Yakimova A.,Pous Tio L.,68.0,101.0,375.5,283.25,6.0,2.0,4.0,6.0,7.0,5.0,2.0,1.0,Completed,1.57,2.25,1.55,2.35,1.63,2.2,1.741,2.25,1.61,2.25
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Azarenka V.,Fedak Y.,94.0,73.0,299.75,351.25,6.0,2.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,1.8,1.9,1.82,1.9,,,1.769,2.2,1.77,2.0
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Muller M.,Cravero J.,36.0,157.0,545.0,180.25,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.83,1.83,1.87,1.85,1.83,1.91,2.15,1.8,,
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Golovin T.,Smashnovai A.,23.0,63.0,862.0,392.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.1,6,1.13,5.4,1.12,5.65,1.13,8.0,1.12,5.8
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Vakulenko J.,Likhovtseva E.,116.0,43.0,257.75,451.0,6.0,0.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,2.0,1.72,1.95,1.8,1.91,1.83,1.98,1.926,1.96,1.8
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Dementieva E.,Foretz S.,8.0,112.0,1875.0,261.25,6.0,1.0,6.0,2.0,,,2.0,0.0,Completed,1.1,6.5,1.08,6.9,1.08,6.95,1.133,7.8,1.1,6.5
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Camerin M.E.,Flipkens K.,55.0,103.0,426.5,277.25,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.53,2.37,1.58,2.3,1.57,2.3,1.662,2.41,1.57,2.33
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Sugiyama A.,Arvidsson S.,26.0,61.0,730.0,395.75,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.28,3.5,1.24,3.8,1.28,3.46,1.26,4.55,1.24,3.9
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Vaidisova N.,Craybas J.,12.0,64.0,1428.0,389.5,6.0,4.0,5.0,7.0,6.0,1.0,2.0,1.0,Completed,1.1,6.5,1.1,6.3,1.08,6.95,1.12,8.53,1.1,6.5
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Srebotnik K.,Dellacqua C.,22.0,169.0,875.0,165.25,4.0,6.0,6.0,2.0,7.0,5.0,2.0,1.0,Completed,1.16,4.5,1.22,4.0,1.17,4.65,1.208,5.4,1.17,4.7
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Vesnina E.,Medina Garrigues A.,41.0,30.0,469.75,604.0,6.0,7.0,6.0,1.0,6.0,1.0,2.0,1.0,Completed,2.2,1.61,2.25,1.6,2.15,1.65,2.13,1.813,2.03,1.75
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Jankovic J.,Wozniak A.,11.0,92.0,1456.0,301.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.04,10,1.04,10.0,1.04,9.5,1.04,21.0,1.05,10.0
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Birnerova E.,Sucha M.,83.0,82.0,324.75,325.5,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,2.37,1.53,2.4,1.53,2.3,1.57,2.55,1.606,2.38,1.55
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Ruano Pascual V.,Czink M.,69.0,118.0,373.5,255.5,1.0,6.0,6.0,1.0,9.0,7.0,2.0,1.0,Completed,1.53,2.37,1.55,2.35,1.45,2.65,1.476,2.9,1.54,2.4
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Bartoli M.,Dushevina V.,21.0,109.0,881.0,266.25,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.66,2.1,1.8,1.95,1.75,2.0,1.781,2.18,1.78,1.98
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Safarova L.,Brianti A.,70.0,98.0,370.0,292.5,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.33,3.25,1.36,3.0,1.35,3.05,1.41,3.24,1.35,3.1
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Dulko G.,Sun T.T.,57.0,79.0,415.75,341.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,2.0,1.72,1.95,1.8,1.91,1.83,2.18,1.781,2.03,1.75
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Petrova N.,Tanasugarn T.,6.0,71.0,2141.0,364.75,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.06,8,1.06,8.0,1.06,7.79,1.083,11.0,1.08,7.0
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Schiavone F.,Kloesel S.,20.0,93.0,896.0,300.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.12,5.5,1.13,5.4,1.17,4.65,1.185,5.92,1.15,5.1
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Schruff J.,Zheng J.,97.0,31.0,293.75,589.75,4.0,6.0,7.0,6.0,6.0,4.0,2.0,1.0,Completed,4.33,1.19,4.5,1.18,4.25,1.2,4.96,1.229,4.6,1.18
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Kuznetsova S.,Moore J.,4.0,914.0,2510.0,7.75,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.02,11,1.03,11.0,1.07,7.35,1.067,13.0,1.06,9.0
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Adamczak M.,Tulyaganova I.,241.0,131.0,108.0,218.25,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,3.75,1.25,3.35,1.3,3.6,1.26,4.17,1.288,3.5,1.28
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Kremer A.,Krajicek M.,159.0,45.0,174.25,448.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,2.75,1.39,2.7,1.43,2.8,1.4,3.0,1.455,2.7,1.44
5,Melbourne,Australian Open,2007-01-15,Grand Slam,Outdoor,Hard,1st Round,3,Williams S.,Santangelo M.,81.0,32.0,331.0,583.5,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.3,3.39,1.31,3.25,1.28,3.46,1.333,3.7,1.32,3.25
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Sharapova M.,Pin C.,2.0,62.0,3532.0,393.5,6.0,3.0,4.0,6.0,9.0,7.0,2.0,1.0,Completed,1.01,15,1.01,15.0,1.01,15.0,1.018,36.0,1.01,32.0
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Rodionova A.,Vinci R.,100.0,87.0,287.75,320.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,2.62,1.44,3.0,1.36,2.65,1.45,3.13,1.429,2.85,1.4
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Mirza S.,Savchuk O.,53.0,102.0,431.0,282.25,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.11,6,1.12,5.65,1.14,5.2,1.19,5.75,1.15,5.1
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Ivanovic A.,King V.,14.0,58.0,1108.0,405.75,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.12,5.5,1.12,5.65,1.15,5.0,1.194,5.65,1.18,4.6
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Chakvetadze A.,Bammer S.,13.0,42.0,1258.0,464.25,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,1.14,5,1.17,4.65,1.18,4.5,1.174,6.25,1.18,4.6
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Granville L.,Beygelzimer Y.,72.0,107.0,363.5,271.5,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.39,2.75,1.4,2.8,1.4,2.8,1.51,2.81,1.43,2.72
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Kostanic J.,Ferguson S.,67.0,170.0,378.25,163.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.62,1.5,2.5,1.57,2.3,1.549,2.72,1.55,2.37
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Stosur S.,Zakopalova K.,27.0,119.0,714.0,245.5,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.25,3.75,1.25,3.7,1.28,3.46,1.278,4.3,1.25,3.75
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Kudryavtseva A.,Laine E.,134.0,76.0,212.25,347.25,4.0,6.0,6.0,2.0,9.0,7.0,2.0,1.0,Completed,2.1,1.66,1.95,1.8,2.1,1.68,2.11,1.826,2.1,1.7
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Radwanska A.,Lepchenko V.,59.0,96.0,399.25,295.0,5.0,7.0,6.0,3.0,6.0,2.0,2.0,1.0,Completed,1.33,3.25,1.24,3.8,1.28,3.46,1.305,3.98,1.28,3.55
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Nakamura A.,Daniilidou E.,65.0,35.0,388.0,556.75,6.0,4.0,6.0,0.0,,,2.0,0.0,Completed,2.5,1.5,2.5,1.5,2.5,1.5,2.84,1.49,2.65,1.45
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Voracova R.,Shaughnessy M.,158.0,39.0,176.5,531.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,2.75,1.39,2.4,1.53,2.5,1.5,2.77,1.535,2.5,1.5
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Razzano V.,Pratt N.,78.0,60.0,344.0,397.75,6.0,7.0,6.0,4.0,6.0,0.0,2.0,1.0,Completed,1.57,2.25,1.5,2.5,,,1.637,2.47,1.53,2.42
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Bondarenko A.,Cohen Aloro S.,34.0,578.0,576.75,22.0,6.0,1.0,7.0,6.0,,,2.0,0.0,Completed,1.33,3.25,1.33,3.15,1.28,3.46,1.299,4.04,1.3,3.4
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Garbin T.,Gagliardi E.,33.0,111.0,582.75,261.25,3.0,6.0,6.0,2.0,6.0,1.0,2.0,1.0,Completed,1.36,3,1.35,3.05,,,1.469,2.93,1.42,2.77
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Clijsters K.,Bardina V.,5.0,48.0,2441.0,445.5,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.01,13,1.03,11.0,1.03,10.0,1.03,24.0,1.02,18.0
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Morigami A.,Pironkova T.,86.0,66.0,321.0,382.75,7.0,5.0,2.0,6.0,6.0,4.0,2.0,1.0,Completed,2.1,1.66,2.3,1.58,2.2,1.63,2.19,1.775,2.17,1.65
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Hingis M.,Dechy N.,7.0,51.0,2063.0,435.0,6.0,0.0,6.0,2.0,,,2.0,0.0,Completed,1.12,5.5,1.1,6.3,1.07,7.35,1.111,8.75,1.11,6.1
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Kanepi K.,Pennetta F.,77.0,29.0,344.5,608.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,2.1,1.66,2.05,1.72,2.0,1.75,2.09,1.84,2.0,1.77
5,Melbourne,Australian Open,2007-01-16,Grand Slam,Outdoor,Hard,1st Round,3,Molik A.,Chan Y.J.,141.0,75.0,198.75,350.5,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.39,2.75,1.43,2.7,1.42,2.75,1.444,3.05,1.39,2.9
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Peng S.,Klepac A.,52.0,212.0,433.0,124.5,6.0,3.0,4.0,6.0,6.0,1.0,2.0,1.0,Completed,1.14,5,1.15,5.0,1.17,4.65,1.247,4.65,1.16,4.9
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Schnyder P.,Brengle M.,9.0,496.0,1578.0,31.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.03,11,1.02,12.0,1.04,9.25,1.033,24.0,1.03,12.5
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Zvonareva V.,Obziler T.,24.0,121.0,794.0,243.0,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,1.12,5.5,1.16,4.85,1.15,5.0,1.2,5.5,1.13,5.5
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Paszek T.,Bremond S.,187.0,37.0,143.75,540.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.72,2,1.69,2.1,1.75,2.0,1.787,2.17,1.78,1.98
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Safina D.,Bychkova E.,10.0,85.0,1475.0,322.0,7.0,6.0,6.0,1.0,,,2.0,0.0,Completed,1.07,7.5,1.1,6.3,1.06,7.79,1.116,8.8,1.08,7.2
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Fedossova Y.,Castano C.,148.0,50.0,188.25,436.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,3.39,1.3,3.5,1.28,3.15,1.33,3.3,1.4,3.0,1.37
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Dominguez Lino L.,Rolle A.,56.0,137.0,421.75,206.25,6.0,3.0,6.0,4.0,,,2.0,0.0,Completed,2.0,1.72,2.15,1.66,2.15,1.65,2.23,1.752,2.04,1.74
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Li N.,Bovina E.,16.0,1216.0,968.0,4.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.06,8,1.55,2.3,1.07,7.35,1.121,8.45,1.07,8.0
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Groenefeld A.L.,Zahlavova S.,19.0,156.0,922.0,180.5,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.44,2.62,1.58,2.3,1.55,2.35,1.606,2.55,1.54,2.4
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Harkleroad A.,Yuan M.,88.0,114.0,317.0,260.0,6.0,3.0,6.0,0.0,,,2.0,0.0,Completed,1.72,2,1.8,1.95,1.67,2.12,1.769,2.2,1.74,2.04
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Loit E.,Rezai A.,46.0,40.0,447.5,488.5,6.0,3.0,4.0,6.0,6.0,3.0,2.0,1.0,Completed,2.1,1.66,2.25,1.6,2.2,1.63,2.35,1.69,2.28,1.6
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,1st Round,3,Hantuchova D.,Cornet A.,18.0,192.0,944.0,142.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.19,4.33,1.25,3.75,,,1.286,4.2,1.27,3.6
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Jankovic J.,Ruano Pascual V.,11.0,69.0,1456.0,373.5,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.05,8.5,1.04,10.0,1.05,8.5,1.048,17.02,1.05,10.0
5,Melbourne,Australian Open,2007-01-17,Grand Slam,Outdoor,Hard,2nd Round,3,Kuznetsova S.,Adamczak M.,4.0,241.0,2510.0,108.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.03,11,1.02,12.5,1.03,11.0,1.028,27.33,1.04,10.0
